Origin,Globe,Star,Grid,Star_nop,
1.03343726866921,1.020408769864355,1.0126555603583471,0.9975195343251043,0.9943702640522217,
0.7984390273471402,0.7798473239842895,0.7869770344162901,0.7888254174889401,0.8095735001990779,
0.734574465740316,0.7406142929310361,0.740220480248449,0.761188710048891,0.7552492676821526,
0.7022907456567287,0.7050375266977971,0.7010566297155805,0.7243769316921035,0.7132329616085096,
0.6882473690045238,0.6710585871228426,0.6862919038683345,0.7021139788617438,0.6863894154516138,
0.6395564718766015,0.6527816629053708,0.65414676612512,0.665498889993156,0.670460857740185,
0.6259026483142976,0.6431868338433391,0.6356444648541009,0.6288004589740208,0.6620102561324823,
0.616812110434792,0.6328140864742348,0.6219318824863789,0.6188437807650129,0.6564001009569679,
0.6024354689650111,0.6194395110078256,0.6219318824863789,0.6032228310412575,0.6415180558015803,
0.5954240333316608,0.5911319874915658,0.6206198955217498,0.5970106005695566,0.6415180558015803,
0.5855860763590854,0.5894308958111921,0.6206198955217498,0.5845597911641492,0.6399741304673839,
0.5849004987142662,0.5853715372693364,0.6166048679389818,0.5722030390540466,0.6334695958070761,
0.5813693532423646,0.5806560606127895,0.6018933905887268,0.5581952095630577,0.626870462427681,
0.5813693532423646,0.5732248673267151,0.5853188880855885,0.5492143114991991,0.6119612013575454,
0.5803573646422984,0.5732248673267151,0.5773983356890855,0.5457595022134318,0.6015589228188964,
0.5779575638360925,0.5665844076684418,0.5722519313291087,0.5457595022134318,0.5949797809901374,
0.5586964224175633,0.5604770450571035,0.5694580107488146,0.5423176298510374,0.5933498304243544,
0.552203690519593,0.5462518223782659,0.5666833947229951,0.5376375252303702,0.5916196196085474,
0.539930199951667,0.5462518223782659,0.5647002308595209,0.5376375252303702,0.5852658853002395,
0.539930199951667,0.5444805110997556,0.5621867017306204,0.5340090930554885,0.5740993376267316,
0.5395116109345816,0.5397433834592266,0.5486852697485413,0.5340090930554885,0.5732562266210616,
0.5381217486562577,0.5386299092893171,0.5486852697485413,0.5310353527009217,0.5732562266210616,
0.5283685356036971,0.5359190797322907,0.5486852697485413,0.5310353527009217,0.566836187916907,
0.5246899732393736,0.5359190797322907,0.5456587012711808,0.5286860087049252,0.566836187916907,
0.5243354895096098,0.5359190797322907,0.53355105672428,0.5244822385227632,0.5586097032696169,
0.5203349279325995,0.5352704720628516,0.5319962053301268,0.5244822385227632,0.5557865081342178,
0.5145025145902369,0.5297487096263428,0.5262604913664405,0.5180545116600794,0.549809617514081,
0.5105296792418555,0.5256779987931199,0.5158173620598842,0.5079255335767131,0.5474964135719794,
0.5105296792418555,0.5249722675682807,0.5107313516971284,0.4987049799293703,0.5468617283342919,
0.5019376085806954,0.5214346046709888,0.5078069625988342,0.4936938603000346,0.5466308317737669,
0.5005694339602423,0.5214346046709888,0.5022369669550222,0.4936938603000346,0.535541024828216,
0.4970048368162733,0.5186238035790538,0.5022369669550222,0.4936938603000346,0.5257100798469231,
0.4970048368162733,0.5185605949649144,0.5000137640977801,0.49215501101514886,0.5243412436741595,
0.4970048368162733,0.5149839916853985,0.4977107227082584,0.49215501101514886,0.522742215035925,
0.4881270653441254,0.5021271956916771,0.49457214828610996,0.48890961464573773,0.5167098090270127,
0.4881270653441254,0.49927510343853887,0.48527846551146303,0.4825700506364027,0.5143140210094358,
0.4849608911390796,0.4959126465682016,0.48350763297196503,0.4788990479080496,0.5123791150830248,
0.4827552050598625,0.4890461187021015,0.47178812609737064,0.4788990479080496,0.5123730172537109,
0.4777536937226164,0.483780144706902,0.4717773457483156,0.4788990479080496,0.5097391891549302,
0.47682104484101323,0.48363866387535154,0.4674609812252333,0.47846817936774605,0.5067898757841127,
0.47682104484101323,0.47888939900552985,0.46596306584140734,0.4770291928792226,0.5067898757841127,
0.47682104484101323,0.47265951435699044,0.4659629739446833,0.4770291928792226,0.5024549335054947,
0.47682104484101323,0.4696303142337329,0.4656074920268865,0.4770291928792226,0.5024549335054947,
0.47252920431251094,0.4689668023718777,0.4608742874457416,0.4761085132352511,0.500478851094682,
0.4691326687171191,0.4660102025495145,0.45866204417606166,0.4761085132352511,0.5002656067653989,
0.4691326687171191,0.4581095746386203,0.456689014633643,0.4738821071002626,0.5002656067653989,
0.4646960541010653,0.4579968410710304,0.4566889240919142,0.4738821071002626,0.48623084804633315,
0.4638458582872802,0.45636436569670796,0.4558367867118162,0.4728569926214431,0.48536758181984124,
0.46160283696696,0.4514165628688756,0.44759209271803707,0.4604236126707811,0.48536758181984124,
0.4605160822175327,0.4512838078012991,0.44759209179728726,0.4571392813579712,0.4844604927788448,
0.4597586347520617,0.45026837903499245,0.44741290357428504,0.45705300865333504,0.4844604927788448,
0.4531754547148941,0.4458485131427718,0.4436880309521202,0.4560648125155628,0.4844604927788448,
0.4531754547148941,0.44197131415475244,0.4436880309498378,0.4518803653384728,0.48376006806263555,
0.4531754547148941,0.439821691818623,0.44329176305504997,0.4406973758804296,0.47723446473177955,
0.4531754547148941,0.4358229707751859,0.4432917629282161,0.4406973758804296,0.47723446473177955,
0.4531754547148941,0.4221347186117532,0.44160897593420534,0.4406973758804296,0.4771362684645801,
0.4531754547148941,0.4191521901726473,0.441607487430365,0.4406973758804296,0.4755111017338741,
0.4507825557357513,0.4188981336038355,0.44146550624271286,0.4406973758804296,0.4755111017338741,
0.44854537235827957,0.4184567258762428,0.43521313430663067,0.4406973758804296,0.47540581508207386,
0.44519010307981866,0.4182423165383541,0.43519194213470946,0.44018729534119955,0.47540581508207386,
0.4450294219911072,0.41813707633855113,0.43248968923568243,0.44018729534119955,0.4632813800360553,
0.4450294219911072,0.4133922664895055,0.43248965723580285,0.44018729534119955,0.46268091673667583,
0.4450238803301309,0.41337454662679024,0.4268614770050148,0.44018729534119955,0.4605577677443671,
0.4447095960393945,0.4127446523198591,0.4208367821637252,0.4320543612631211,0.4605577677443671,
0.44270644925833447,0.4125770906523891,0.4208352176442752,0.43067119272341403,0.4605577677443671,
0.44250906334347834,0.4039456176412017,0.4201960402852201,0.43043643226592265,0.4554901172566732,
0.44179694774121003,0.3986932285290928,0.41686369715097826,0.43043643226592265,0.45548580742021705,
0.44030894361542183,0.39864323538252955,0.41447699569251656,0.43043643226592265,0.44796256758071057,
0.4346215144415199,0.39588061908475597,0.4144769956923941,0.4285525889128188,0.44796256758071057,
0.4346141527836185,0.3890907869943688,0.41014662593305606,0.4206844895987926,0.44123122819379895,
0.4346130277230574,0.38781556904973324,0.4051366548229212,0.4203142235039747,0.43955816410664816,
0.43172875001145916,0.3878091231245448,0.40138113475219345,0.4126546177074172,0.43955816410664816,
0.43172827618748216,0.38389978205905695,0.3993580688398758,0.41003286577969944,0.4368289006984156,
0.42886779890912513,0.3829566623577824,0.3990961799222385,0.41003286577969944,0.4356883053092916,
0.4277651821465319,0.38292067800322693,0.39904138597747346,0.41003286577969944,0.4356883053092916,
0.42378862316778587,0.3786461762691108,0.39903456042070135,0.41003286577969944,0.4356883053092916,
0.40691768579643994,0.37666689724527475,0.3990338802170213,0.4099841601029787,0.4353881098663818,
0.40682877001678636,0.3748320474706302,0.39903378206311685,0.4099841601029787,0.4336240361081083,
0.4054060091217489,0.3747037801893697,0.3990337680628185,0.4099841601029787,0.4336240361081083,
0.40308029093871944,0.37101045649162856,0.3990337660898195,0.4059656833283186,0.4225057019234811,
0.4024338461237459,0.3691992362369464,0.38911846690583685,0.4059656833283186,0.4225057019234811,
0.40243382418956036,0.3668149370609902,0.3890759948039752,0.40576605088910056,0.4225057019234811,
0.4007948672623745,0.3602024593879599,0.3890759947988406,0.4040390300718221,0.4225057019234811,
0.3998317013536877,0.3600649887768519,0.38817622894654147,0.39721111488489114,0.4225057019234811,
0.39983170130071943,0.3574131225727683,0.38460526754174457,0.3932453522701878,0.4218191803881123,
0.39983170129376844,0.35703296691941505,0.3840943642521848,0.39168092170497554,0.4218191803881123,
0.3994948724445854,0.35280909532352295,0.38109102214564256,0.390242411873544,0.4218191803881123,
0.3969113535472496,0.35274082808617424,0.38109102214564256,0.3896956533547581,0.4218191803881123,
0.3955810364595147,0.35272704752602213,0.38109102214564256,0.38949537174861343,0.4218191803881123,
0.3955810364595147,0.35026541339060013,0.38109102214564256,0.3874710098336381,0.4218191803881123,
0.39558057003864133,0.3501703606440305,0.3790136954718802,0.38466086033155233,0.4218191803881123,
0.3954353190881053,0.35011777447577225,0.3790136954718802,0.3820254073495066,0.4152498876273608,
0.3954353190881053,0.3499409829594801,0.3790136954718802,0.3810802354145945,0.4152498876273608,
0.3946809549217362,0.34987049406944426,0.37768225864842137,0.3810796602244597,0.4141856289302265,
0.39178853469545405,0.34629871192074085,0.37768225864842137,0.38072337499567604,0.4141856289302265,
0.38932423543633127,0.3389295492350186,0.377206581879722,0.3807205895256734,0.4122614917846216,
0.37455649936190505,0.3360247367042239,0.37719578712441854,0.38072017674680014,0.4122614917846216,
0.3718175985394497,0.3357820847551784,0.37719578712441854,0.3807201766577761,0.4122614917846216,
0.36912697049826626,0.33563836421476245,0.37719578712441854,0.3703858204136919,0.4122614917846216,
0.3672962978248961,0.33033822682563757,0.37378435916629726,0.367192105206077,0.4122614917846216,
0.36482218852841747,0.3300937151777679,0.37378435916629726,0.3663573461706664,0.4122614917846216,
0.3648221869324536,0.32993860781686685,0.37378435916629726,0.3640308782195049,0.4095377143074071,
0.3625406636888794,0.3296191818028602,0.37378435916629726,0.3601130467811315,0.4095377143074071,
0.36036513790708563,0.32961051487052695,0.37378435916629726,0.35723430461185945,0.4095377143074071,
0.3596835232711589,0.3271527547829399,0.37357150022234,0.35672468216339914,0.40948741280339135,
0.3581067475620454,0.32668163083620433,0.37357150022234,0.3567164203956973,0.4091959243474579,
0.3580404362351859,0.32420018486614677,0.37357150022234,0.35204079712413355,0.4091959243474579,
0.35794783292881743,0.32326215423546123,0.37185107347092944,0.3498918381596605,0.4091959243474579,
0.3534842438868419,0.32260695066042333,0.37185107347092944,0.3496812964072576,0.4091959243474579,
0.34733686524058716,0.32250014303261615,0.37185107347092944,0.3427462785361089,0.4091959243474579,
0.3462313495676112,0.32244234394985677,0.37185107347092944,0.34235890987842443,0.4052706624473925,
0.342836700945114,0.3206992771961013,0.37182947187757237,0.34172623505215766,0.4052706624473925,
0.3409581027880134,0.31996187490006583,0.3718211298655536,0.3416465305398911,0.4052706624473925,
0.34020891099416467,0.31994181096899393,0.3703101573410263,0.3392145953505208,0.4052706624473925,
0.3372506194049708,0.3199399967233403,0.37024686075170216,0.3348041258705904,0.4052706624473925,
0.33722462129484765,0.31990661326520164,0.37024686075170216,0.3343279965823116,0.4052706624473925,
0.3275706527934953,0.3199007911046126,0.3689934861312962,0.32501354663570925,0.4052021201581288,
0.32757064287867316,0.3188666046630452,0.3662177099497928,0.32263865601046704,0.4052021201581288,
0.327570417255495,0.3186506473446961,0.36420820820118016,0.32263865601046704,0.4052021201581288,
0.327570395241526,0.31865064733523546,0.3578918760565902,0.3225421582529227,0.4052021201581288,
0.3273086853799988,0.3186506473238232,0.35060384657990856,0.3225407525877651,0.4022514185055731,
0.32576357280982493,0.31863899505162174,0.34326020113937544,0.32254075253313325,0.4022514185055731,
0.325763572798753,0.3186236761853363,0.34257946682119794,0.32254075253313325,0.4022514185055731,
0.32144028223781335,0.31862367618533227,0.3411849940219568,0.3225400529774865,0.4022514185055731,
0.32109322471961704,0.3186196376990422,0.3411553325595007,0.3225400529774865,0.4022514185055731,
0.3160323461765928,0.31861962867819393,0.33772235317283666,0.3225398344794755,0.4022514185055731,
0.3160128762164041,0.31861956679744347,0.3377222808255604,0.3225398146383545,0.4022514185055731,
0.31060284326824905,0.3186194613294172,0.33750646267778067,0.32253980561930895,0.4022514185055731,
0.3106027223099987,0.3186194297412937,0.334712324925196,0.3225162523121921,0.4022514185055731,
0.3106027223099987,0.31861942736830806,0.3340641573740195,0.3203161118279534,0.4022514185055731,
0.3074089243431655,0.3183380064105813,0.33405667906335595,0.3203161118241288,0.4022514185055731,
0.3063118525951532,0.3182367441463736,0.33405667906335595,0.3184336925346436,0.4022514185055731,
0.30328280680879977,0.3171019303049247,0.33097717502389584,0.3169911656600398,0.4022514185055731,
0.30295698810917315,0.3171012386399809,0.3304987671887274,0.3150623793697696,0.4022514185055731,
0.30295697268256433,0.31022541647692337,0.32184449655315295,0.3129527589910307,0.4022514185055731,
0.30295697267733435,0.31022541311075,0.32184337652185974,0.3047797953222264,0.4022514185055731,
0.30279007605220926,0.3076911200544529,0.32173007488166355,0.3046725648840993,0.4022514185055731,
0.3019540668488189,0.30701586132642394,0.3185169414221027,0.3033494336093186,0.39907102299368563,
