FullyConnected,Local,Grid,Star,NCluster,
1.0124046914004727,1.045716865962912,1.002195707718531,0.9652707999532838,0.9818649359691898,
0.8364706607288172,0.8043537086027084,0.8390627028266308,0.7836950488155936,0.7603382564298137,
0.7365531823919338,0.7045663586468934,0.7586355549923701,0.7034179897640739,0.6836322270974878,
0.7153670278121524,0.6913992175901882,0.6960217016010878,0.6609638234201383,0.6590207141737822,
0.687750352370894,0.6723479149197463,0.6846747878519739,0.6587865000387076,0.6523152849393778,
0.6736592203632044,0.646199677016137,0.6461058605519676,0.6365632804154594,0.639264785845784,
0.6711877840924659,0.6327888986508365,0.6247923303844989,0.6202876670208917,0.6212798826816858,
0.6477567526916433,0.6126689426560592,0.5966888756875226,0.6028509175446246,0.6043892924072386,
0.630507046485662,0.6029394854658748,0.5721825392655643,0.5855486392090214,0.597614253767772,
0.6130234283570476,0.5992530201509341,0.5719130150660395,0.5855486392090214,0.5962059475714409,
0.6070693780354567,0.597776409486847,0.5656065093191507,0.5743613959063755,0.5855107286814146,
0.6034051227381931,0.5810800056654212,0.5596306159613967,0.5663759231270571,0.5832003321890681,
0.6006960163777744,0.5668052568564446,0.5492752756407271,0.5626938442943524,0.5758172784031551,
0.5969584438174936,0.565821738600038,0.5440455836137212,0.5557730009566288,0.5692917050048965,
0.5875113461604039,0.5632003545590988,0.538342412977081,0.5557730009566288,0.5636726087936529,
0.5841258268070537,0.5558901303281654,0.5372134283063733,0.5455629359871816,0.5525676540247731,
0.5768281857119454,0.550919892755217,0.5337955913081791,0.5421961785396326,0.5506727690011821,
0.5759592676498071,0.550919892755217,0.5206129022362702,0.5417931386485153,0.5412670511831335,
0.5752351472035878,0.5507693368118328,0.5206129022362702,0.5400165803395041,0.5385709026139476,
0.5704408395201948,0.5479581732107338,0.5206129022362702,0.527218923786912,0.5336129346662412,
0.5686218660712542,0.5479581732107338,0.5206129022362702,0.527218923786912,0.5235657425720164,
0.5580909315009344,0.5460907187248346,0.5162217261791148,0.527218923786912,0.5168038485541581,
0.5580909315009344,0.5349455613534015,0.5079974670910492,0.5173290530349689,0.5114431611123847,
0.5558591693268163,0.5277892406489226,0.5041960912217068,0.5159751993738848,0.5108264851730876,
0.5498134823301989,0.5277892406489226,0.5041960912217068,0.514278129231574,0.5108264851730876,
0.5453489168897995,0.5274260564463344,0.5041960912217068,0.514278129231574,0.5108264851730876,
0.5341096696547031,0.5274260564463344,0.5041352520564638,0.5135984749240518,0.5041160727843337,
0.5341096696547031,0.5195364520407852,0.5014786711210671,0.5135984749240518,0.5041160727843337,
0.5325066152878947,0.5144992644380705,0.5014786711210671,0.5135984749240518,0.5041160727843337,
0.527512575938005,0.5092271160997157,0.5014786711210671,0.5135984749240518,0.49898053718646185,
0.5183799292013388,0.5088308878553758,0.5014786711210671,0.5051999773712624,0.49898053718646185,
0.5175011431672174,0.5035574993101813,0.5014786711210671,0.4970152788959459,0.4963832696842888,
0.5122123232457975,0.49561937163432196,0.5014786711210671,0.4970152788959459,0.4954262729601569,
0.5037248202044989,0.49561937163432196,0.5014786711210671,0.4970152788959459,0.4954262729601569,
0.5028627486572517,0.4935883751769046,0.49844526230783814,0.4960632886258262,0.49538103437542286,
0.4908588676054026,0.4920262404910911,0.49786366203638316,0.4960632886258262,0.4952212431275575,
0.4908588676054026,0.4846889999460975,0.49658974670693706,0.48636285842947324,0.4952212431275575,
0.47981858325502696,0.48235920824912715,0.4956910593915824,0.48636285842947324,0.4952212431275575,
0.47981858325502696,0.4789228131929629,0.49141495683985364,0.48636285842947324,0.4952212431275575,
0.4710673712650421,0.47422723962879754,0.49141495683985364,0.48636285842947324,0.49421402658540586,
0.46096772790232365,0.47422723962879754,0.49141495683985364,0.48548181550587255,0.48814522883532485,
0.46024624219896315,0.47422723962879754,0.48750586031523124,0.48548181550587255,0.471970989732379,
0.46024624219896315,0.4717510014578507,0.47815476254516687,0.4808435063829465,0.46702058636821064,
0.46024624219896315,0.4717510014578507,0.4697960424769917,0.4776859736037695,0.46702058636821064,
0.46024624219896315,0.4717510014578507,0.46287917506005827,0.4776226331737066,0.4605355512131769,
0.4602055331119812,0.46185585200142637,0.46287917506005827,0.4776226331737066,0.4600403073625284,
0.45930901297166676,0.46185585200142637,0.4558295037423496,0.47388168198916103,0.45932341351885114,
0.4561830187885505,0.46185585200142637,0.4558295037423496,0.47388168198916103,0.45932341351885114,
0.4561830187885505,0.45228448157187606,0.4527051981110316,0.4705920629973647,0.4541494177803192,
0.4561830187885505,0.45228448157187606,0.4405763796516041,0.4705920629973647,0.4541494177803192,
0.4561830187885505,0.45228448157187606,0.4405763796516041,0.470419909038935,0.454005701227515,
0.4561830187885505,0.45228448157187606,0.4405763796516041,0.46640379714381164,0.454005701227515,
0.4561830187885505,0.45094371270087025,0.4346289526708508,0.46640379714381164,0.454005701227515,
0.4561830187885505,0.4505362829084452,0.4346289526708508,0.4661412152240552,0.4528408825600759,
0.45509078841409273,0.4505362829084452,0.4343009409218548,0.4638281315135425,0.4525493903668359,
0.45509078841409273,0.4491960341964964,0.4343009409218548,0.4638281315135425,0.4525493903668359,
0.45330412635382883,0.4438053324186554,0.4343009409218548,0.4638281315135425,0.45251756700009454,
0.45330412635382883,0.4438053324186554,0.4291654792304849,0.4638281315135425,0.44539949294104664,
0.45330412635382883,0.4438053324186554,0.4291654792304849,0.44902366216250267,0.44539949294104664,
0.44352871888186096,0.4438053324186554,0.427671193056273,0.44902366216250267,0.4407040895095297,
0.4427207881473463,0.4437300922326108,0.427671193056273,0.44902366216250267,0.4400917370171337,
0.43783856871132915,0.4437300922326108,0.427671193056273,0.44797328257823127,0.4375441333199016,
0.43783856871132915,0.44222676469722216,0.42519890612531436,0.44797328257823127,0.43580396681460815,
0.43783856871132915,0.44222676469722216,0.42519890612531436,0.44797328257823127,0.43580396681460815,
0.4348676824109923,0.43739039251595174,0.42519890612531436,0.44159763576051897,0.4290435990583994,
0.43329842500738647,0.43296067266472266,0.42519890612531436,0.44159763576051897,0.4290435990583994,
0.43327632440509317,0.43296067266472266,0.4244461121185052,0.4400562413843666,0.4290435990583994,
0.43327632440509317,0.43296067266472266,0.4244461121185052,0.4400562413843666,0.4290435990583994,
0.4326828779229641,0.43015927922094604,0.42412375519774426,0.4382735794057229,0.4290435990583994,
0.4326828779229641,0.43015927922094604,0.42412375519774426,0.4382735794057229,0.4290435990583994,
0.4293063974700671,0.42909351941573753,0.4215451270124505,0.4382735794057229,0.4290435990583994,
0.4293063974700671,0.427980342069752,0.4215451270124505,0.4382735794057229,0.4290435990583994,
0.4293063974700671,0.42773881846694123,0.4204778342888185,0.4382735794057229,0.4290435990583994,
0.4293063974700671,0.4275250199763411,0.4204778342888185,0.4382735794057229,0.4290435990583994,
0.4293063974700671,0.42731266283282066,0.4204778342888185,0.43711019987933547,0.4290435990583994,
0.4293063974700671,0.4192338805609255,0.4204778342888185,0.43711019987933547,0.4290435990583994,
0.4262009060902694,0.4192338805609255,0.42028056828237403,0.43711019987933547,0.4290435990583994,
0.4262009060902694,0.41683857934010504,0.4167839570629329,0.43711019987933547,0.4290435990583994,
0.42360831091137235,0.41682669839386816,0.4167839570629329,0.43711019987933547,0.4290435990583994,
0.42360831091137235,0.41447235574253344,0.4167839570629329,0.4354589832567875,0.4238733976794303,
0.42360831091137235,0.4144462257655058,0.4160993695760026,0.43369848053497045,0.4238733976794303,
0.42360831091137235,0.41075312743903275,0.41518863427615144,0.43369848053497045,0.4201276431310718,
0.41520387448545054,0.41066416116255106,0.41518863427615144,0.43369848053497045,0.4201276431310718,
0.41520387448545054,0.41066416116255106,0.41284517335896603,0.43369848053497045,0.4201276431310718,
0.41520387448545054,0.41062718306874746,0.41284517335896603,0.43369848053497045,0.4167721249326576,
