Origin,Globe,
69.54786894018058,75.36811972799364,
52.622462135878216,55.84047303581396,
44.65946448497359,48.29485764017875,
38.66967091127516,37.25240029656121,
33.42351135674326,31.132728247159722,
28.489716251304905,26.219520331645914,
25.573635715028754,22.943994016764353,
23.231977446093655,19.528494233966796,
20.498253561421787,17.576685781283796,
18.48121109479273,15.477342232932143,
16.73126877752572,12.874050329888309,
14.34185890977894,10.721590071282698,
13.204034119860589,9.830734901408578,
12.409250654820985,9.129836497149642,
11.682858509197803,8.256745164609425,
10.60546074459231,7.523150962112274,
9.69459797628866,6.862215261504152,
9.128468031244715,6.551653557336219,
8.490343960880102,5.6554145003028875,
8.021452111424683,5.317156855340342,
7.3659184510888265,4.7831553320228055,
7.073678142974321,4.289422935601183,
6.543920321483706,3.7512324407623927,
5.898780813841807,3.4129897747918183,
5.663301680615944,3.2904221790367116,
5.443622350876341,2.8210542883763954,
5.00802091105094,2.594017103928455,
4.474586609607616,2.450901916815586,
4.190534574796983,2.2774316620194788,
3.9682041377860293,2.082315095476406,
3.7028978721326147,1.9796391835352574,
3.461886612879682,1.9162955884178425,
3.1784242883658407,1.8028636548020878,
3.026699957343088,1.73512294176545,
2.962599574710615,1.6774511354720836,
2.848433974970268,1.5857025112262737,
2.7100380089218743,1.4860772558198678,
2.5734952201261723,1.396790434727595,
2.399137034836987,1.3638089278765193,
2.299853133981228,1.337444147526032,
2.220878218965097,1.3013262497734677,
2.168860245067426,1.275783676480793,
2.096205474161701,1.2451073944577087,
1.9607930902366,1.2167207847916504,
1.8809997805111887,1.1901470593941421,
1.7691238724378406,1.1571450590110066,
1.7201891771036266,1.1155117409828563,
1.6630206568866,1.0700300078409806,
1.6415690189476466,1.0493230102049345,
1.6129934881634993,1.0241617390106241,
1.5844775284318489,1.0012728251979868,
1.5633833021017915,0.9837140727602739,
1.5310664420567028,0.951510346157104,
1.5020537400885854,0.9331973485162778,
1.4912848788383153,0.921948153918678,
1.476681727500555,0.8969994307805532,
1.457533999921566,0.8782538452804922,
1.4471591083429594,0.8529999276121129,
1.4441613071675419,0.8228523044909749,
1.4139191276856307,0.7981466732354183,
1.3729735060969877,0.7883430127581987,
1.3405576719925463,0.7594722950630222,
1.29912144999093,0.7259439375964951,
1.2866494207728265,0.7028479583546797,
1.245338500440863,0.6711517102106981,
1.2322007707970295,0.6482694964811123,
1.203367234270241,0.6382852007348002,
1.1826867266873913,0.6234180431994407,
1.1659405506723541,0.6120871942875108,
1.1430257571052296,0.5942528465658542,
1.1273311397914305,0.5747377554050206,
1.1099525390386906,0.5605411935570124,
1.0942965868994987,0.5525301412350223,
1.084299877573623,0.5316055497838634,
1.0650789231246944,0.5246809362968761,
1.0369668706941646,0.5106263629325473,
1.0322823144555509,0.4904050430218065,
1.0287207340829474,0.4866306047350703,
1.0235270470979858,0.4704009555368371,
0.9897045407973656,0.4624959569252731,
0.9757747446792951,0.4529353105164172,
0.9589360978411253,0.44129834469087464,
0.9378482266875692,0.4281285261085816,
0.9102978041628539,0.41957062301403003,
0.8867403615447227,0.40500313861351045,
0.8673591639550069,0.40122352073096057,
0.8599074554963548,0.38786317583743113,
0.8389705397401402,0.3717177439579042,
0.8159065638049203,0.36637783297607956,
0.786465140396532,0.3598738716810843,
0.7790411881507986,0.34675570987776616,
0.762697895309093,0.3317960050217711,
0.7233577783379378,0.3204398498414212,
0.693154232734688,0.30967614670412896,
0.6833721145680147,0.30633193683741167,
0.6796731008819497,0.295245664470245,
0.6485112890840733,0.2882568761986641,
0.6293987303694053,0.28003276342994854,
0.6072012299438417,0.26073830993130714,
0.5912109206949497,0.25827184471640374,
0.5822840319003278,0.25276956261378697,
0.5743257846138703,0.24537133251074605,
0.5557803358281591,0.24135849397456177,
0.5410509854573885,0.2332346852529664,
0.5355293000986592,0.22221635751120436,
0.518451102917625,0.2171443685562324,
0.5037989824439586,0.21094547154310275,
0.4968084318501258,0.19475491711459983,
