FullyConnected,Local,Grid,Star,NCluster,
2169.2079328875207,1982.6788438046487,1913.2150381294537,1866.252865406504,1882.19208693432,
1502.6270213290907,1394.01236151201,1510.4078441001013,1342.5147286688127,1323.8114873271866,
1296.099763946315,1072.9702440280564,1179.3064085086341,1120.2069276576774,1100.6614733736833,
1126.0285274279918,919.6629617984975,995.1992886170223,975.4087384086531,955.2215016115199,
939.9509426437168,843.0481309192875,839.3495260729145,847.8272602850643,830.6909419619411,
807.7820260606129,780.3517315115131,743.3834861994585,798.5001492445633,725.6377258077586,
696.185823312617,766.6310560737852,688.6233680154047,745.0037788096803,679.2894769616438,
628.413553772943,754.6924665066058,648.3605837266506,672.4523948439528,632.5212125187588,
597.4013013697518,748.2833028256762,591.9289832949995,593.8672322026479,557.6224223697002,
563.2162881171002,744.2558362174681,540.0022154519609,559.0939124436081,527.8390445673199,
512.375676905507,739.6647380959225,515.4034217553906,539.1548188318033,505.5714913839991,
473.121435330722,739.3057300730761,453.7556755231539,505.8011959662844,475.548057982616,
455.8257635849399,739.2176655343993,413.68714516508356,487.517874416793,452.9949316149268,
424.6616876108231,735.7468124664098,380.34062520180106,447.49427738647114,412.6040404011606,
406.0606537144703,734.1894555225855,353.2546669779141,425.11337115905525,391.70071265202256,
374.90317269622443,734.1301842563614,322.5376565435497,405.82555677199304,375.03768893393055,
348.47361398515557,733.624614760114,289.8139511958508,383.5843053802397,357.24591993291176,
327.37815326796044,732.2851391222327,260.30237110573705,349.11315528730336,321.2905943550548,
313.7416361339348,732.0204491508817,241.99373668707221,315.9439551202241,298.14122610653703,
288.2066942669642,732.0084483953973,228.18511641658492,299.5439887566958,287.61133543487745,
278.3316960789186,732.0043521252703,222.5301756035777,287.3974802554848,278.7503936558267,
261.29389680542533,731.8593705780341,207.2037479933735,266.1472870917068,261.90444544233475,
242.22150713329216,731.8366444147812,187.20111474054414,252.18690580468157,256.5060112059816,
231.74901554970106,731.8364634019111,177.0769591354396,248.1038004724554,243.07576591565694,
219.77646938858769,731.8308198151897,166.72608475004563,241.29178099523918,224.66781131119464,
210.9462694943015,731.8068823307797,158.9746785223197,227.27400849100732,217.8421860002153,
198.37901492751618,731.8068804979279,147.960047099385,212.06990033009126,206.54712854214287,
185.6166154842078,731.8051429492109,138.69044892819983,203.16275631762275,199.13740828638407,
172.61899072357508,731.8051248815357,132.07594817926793,195.15180784986086,191.2327711094625,
164.00044055274796,731.8046712790274,120.45929323189223,187.2925928915437,183.84843858717903,
